name,classification,total_count,male_count,female_count,male_share,female_share,rank,prop100k,source
Kaitlynn,female,13693,21,13672,0.001534,0.998466,2003,4.5336325409410225,census_2020_first_names_by_sex
Casandra,female,13691,22,13669,0.001607,0.998393,2004,4.5329703584330341,census_2020_first_names_by_sex
Damion,male,13674,13612,62,0.995466,0.004534,2005,4.5273418071151355,census_2020_first_names_by_sex
Violeta,female,13671,15,13656,0.001097,0.998903,2006,4.5263485333531532,census_2020_first_names_by_sex
Emil,male,13668,13393,275,0.979880,0.020120,2007,4.5253552595911701,census_2020_first_names_by_sex
Bria,female,13654,272,13382,0.019921,0.980079,2009,4.5207199820352537,census_2020_first_names_by_sex
Kaydence,female,13652,407,13245,0.029812,0.970188,2011,4.5200577995272653,census_2020_first_names_by_sex
Dayna,female,13651,149,13502,0.010915,0.989085,2012,4.5197267082732715,census_2020_first_names_by_sex
Rae,female,13639,654,12985,0.047951,0.952049,2014,4.5157536132253417,census_2020_first_names_by_sex
Henrietta,female,13628,17,13611,0.001247,0.998753,2015,4.5121116094314067,census_2020_first_names_by_sex
Glenna,female,13608,14,13594,0.001029,0.998971,2016,4.5054897843515249,census_2020_first_names_by_sex
Halle,female,13596,50,13546,0.003678,0.996322,2017,4.5015166893035969,census_2020_first_names_by_sex
Marci,female,13577,70,13507,0.005156,0.994844,2018,4.495225955477709,census_2020_first_names_by_sex
Terra,female,13575,85,13490,0.006262,0.993738,2019,4.4945637729697205,census_2020_first_names_by_sex
Moshe,male,13574,13512,62,0.995432,0.004568,2020,4.4942326817157268,census_2020_first_names_by_sex
Elliana,female,13571,5,13566,0.000368,0.999632,2021,4.4932394079537445,census_2020_first_names_by_sex
Gabe,male,13542,13384,158,0.988333,0.011667,2022,4.4836377615879162,census_2020_first_names_by_sex
Rosalia,female,13538,49,13489,0.003619,0.996381,2023,4.4823133965719393,census_2020_first_names_by_sex
Wilbur,male,13535,13490,45,0.996675,0.003325,2024,4.4813201228099571,census_2020_first_names_by_sex
Ally,female,13525,238,13287,0.017597,0.982403,2025,4.4780092102700166,census_2020_first_names_by_sex
Javon,male,13502,12891,611,0.954747,0.045253,2026,4.4703941114281527,census_2020_first_names_by_sex
Markus,male,13494,13461,33,0.997554,0.002446,2027,4.4677453813961998,census_2020_first_names_by_sex
Carlie,female,13476,447,13029,0.033170,0.966830,2028,4.4617857388243065,census_2020_first_names_by_sex
Lyndsey,female,13474,94,13380,0.006976,0.993024,2029,4.4611235563163181,census_2020_first_names_by_sex
Kiersten,female,13430,45,13385,0.003351,0.996649,2030,4.4465555411405777,census_2020_first_names_by_sex
Felicity,female,13421,18,13403,0.001341,0.998659,2031,4.4435757198546311,census_2020_first_names_by_sex
Doyle,male,13415,13312,103,0.992322,0.007678,2033,4.4415891723306666,census_2020_first_names_by_sex
Kane,male,13411,13175,236,0.982403,0.017597,2034,4.4402648073146906,census_2020_first_names_by_sex
Fannie,female,13408,30,13378,0.002237,0.997763,2035,4.4392715335527084,census_2020_first_names_by_sex
Ronan,male,13407,13215,192,0.985679,0.014321,2036,4.4389404422987147,census_2020_first_names_by_sex
Thea,female,13402,110,13292,0.008208,0.991792,2037,4.437284986028744,census_2020_first_names_by_sex
Belen,female,13397,243,13154,0.018138,0.981862,2038,4.4356295297587733,census_2020_first_names_by_sex
Rusty,male,13378,12847,531,0.960308,0.039692,2040,4.4293387959328854,census_2020_first_names_by_sex
Dayana,female,13375,47,13328,0.003514,0.996486,2041,4.4283455221709032,census_2020_first_names_by_sex
Nehemiah,male,13359,12967,392,0.970656,0.029344,2042,4.4230480621069983,census_2020_first_names_by_sex
Libby,female,13353,61,13292,0.004568,0.995432,2043,4.4210615145830339,census_2020_first_names_by_sex
Ivette,female,13332,14,13318,0.001050,0.998950,2044,4.4141085982491575,census_2020_first_names_by_sex
Saundra,female,13329,9,13320,0.000675,0.999325,2045,4.4131153244871753,census_2020_first_names_by_sex
Roosevelt,male,13325,13197,128,0.990394,0.009606,2046,4.4117909594711984,census_2020_first_names_by_sex
Kory,male,13277,12070,1207,0.909091,0.090909,2047,4.3958985792794829,census_2020_first_names_by_sex
Lula,female,13248,38,13210,0.002868,0.997132,2049,4.3862969329136545,census_2020_first_names_by_sex
Deja,female,13244,108,13136,0.008155,0.991845,2050,4.3849725678976785,census_2020_first_names_by_sex
Wendi,female,13242,59,13183,0.004456,0.995544,2051,4.3843103853896901,census_2020_first_names_by_sex
Hailee,female,13240,15,13225,0.001133,0.998867,2052,4.3836482028817016,census_2020_first_names_by_sex
Kareem,male,13237,13087,150,0.988668,0.011332,2053,4.3826549291197194,census_2020_first_names_by_sex
Archer,male,13225,12914,311,0.976484,0.023516,2054,4.3786818340717906,census_2020_first_names_by_sex
Marcelino,male,13212,13165,47,0.996443,0.003557,2055,4.374377647769867,census_2020_first_names_by_sex
Asha,female,13207,160,13047,0.012115,0.987885,2056,4.3727221914998964,census_2020_first_names_by_sex
Miracle,female,13205,421,12784,0.031882,0.968118,2057,4.3720600089919088,census_2020_first_names_by_sex
Justina,female,13204,42,13162,0.003181,0.996819,2058,4.3717289177379151,census_2020_first_names_by_sex
Cullen,male,13202,13025,177,0.986593,0.013407,2059,4.3710667352299266,census_2020_first_names_by_sex
Madelynn,female,13187,24,13163,0.001820,0.998180,2060,4.3661003664200146,census_2020_first_names_by_sex
Alden,male,13184,12297,887,0.932721,0.067279,2061,4.3651070926580333,census_2020_first_names_by_sex
Tamera,female,13181,14,13167,0.001062,0.998938,2062,4.3641138188960511,census_2020_first_names_by_sex
Isabela,female,13178,20,13158,0.001518,0.998482,2063,4.363120545134068,census_2020_first_names_by_sex
Nash,male,13169,12985,184,0.986028,0.013972,2064,4.3601407238481213,census_2020_first_names_by_sex
Dara,female,13148,1154,11994,0.087770,0.912230,2065,4.3531878075142458,census_2020_first_names_by_sex
Kaelyn,female,13147,104,13043,0.007911,0.992089,2066,4.3528567162602512,census_2020_first_names_by_sex
Jimena,female,13143,58,13085,0.004413,0.995587,2067,4.3515323512442752,census_2020_first_names_by_sex
Aniya,female,13135,20,13115,0.001523,0.998477,2069,4.3488836212123232,census_2020_first_names_by_sex
Louisa,female,13130,33,13097,0.002513,0.997487,2070,4.3472281649423525,census_2020_first_names_by_sex
Maximilian,male,13129,13101,28,0.997867,0.002133,2071,4.3468970736883579,census_2020_first_names_by_sex
Madisyn,female,13120,24,13096,0.001829,0.998171,2073,4.3439172524024112,census_2020_first_names_by_sex
Meaghan,female,13115,13,13102,0.000991,0.999009,2074,4.3422617961324415,census_2020_first_names_by_sex
Alonso,male,13114,13070,44,0.996645,0.003355,2075,4.3419307048784468,census_2020_first_names_by_sex
Sloane,female,13114,297,12817,0.022648,0.977352,2075,4.3419307048784468,census_2020_first_names_by_sex
Lorelei,female,13113,13,13100,0.000991,0.999009,2077,4.341599613624453,census_2020_first_names_by_sex
Deanne,female,13070,20,13050,0.001530,0.998470,2078,4.3273626897027073,census_2020_first_names_by_sex
Edmond,male,13062,13022,40,0.996938,0.003062,2079,4.3247139596707544,census_2020_first_names_by_sex
Celine,female,13037,21,13016,0.001611,0.998389,2081,4.3164366783209021,census_2020_first_names_by_sex
Renae,female,13024,98,12926,0.007525,0.992475,2082,4.3121324920189785,census_2020_first_names_by_sex
Julieta,female,13021,19,13002,0.001459,0.998541,2083,4.3111392182569972,census_2020_first_names_by_sex
Opal,female,13016,102,12914,0.007837,0.992163,2084,4.3094837619870265,census_2020_first_names_by_sex
Chrystal,female,13010,28,12982,0.002152,0.997848,2085,4.3074972144630621,census_2020_first_names_by_sex
Chantel,female,13006,43,12963,0.003306,0.996694,2086,4.3061728494470852,census_2020_first_names_by_sex
Jeanie,female,12972,26,12946,0.002004,0.997996,2087,4.2949157468112871,census_2020_first_names_by_sex
Shania,female,12970,30,12940,0.002313,0.997687,2088,4.2942535643032986,census_2020_first_names_by_sex
Wilmer,male,12924,12738,186,0.985608,0.014392,2089,4.2790233666195698,census_2020_first_names_by_sex
Bailee,female,12886,217,12669,0.016840,0.983160,2092,4.2664418989677948,census_2020_first_names_by_sex
Ayanna,female,12867,19,12848,0.001477,0.998523,2093,4.2601511651419077,census_2020_first_names_by_sex
Carmelo,male,12863,12798,65,0.994947,0.005053,2094,4.2588268001259317,census_2020_first_names_by_sex
Mitch,male,12863,12768,95,0.992614,0.007386,2094,4.2588268001259317,census_2020_first_names_by_sex
Colten,male,12819,12789,30,0.997660,0.002340,2097,4.2442587849501914,census_2020_first_names_by_sex
Gisela,female,12810,22,12788,0.001717,0.998283,2098,4.2412789636642447,census_2020_first_names_by_sex
Deidre,female,12807,31,12776,0.002421,0.997579,2099,4.2402856899022625,census_2020_first_names_by_sex
Rhiannon,female,12801,20,12781,0.001562,0.998438,2100,4.2382991423782981,census_2020_first_names_by_sex
Mercy,female,12795,204,12591,0.015944,0.984056,2101,4.2363125948543336,census_2020_first_names_by_sex
Fredy,male,12789,12714,75,0.994136,0.005864,2102,4.2343260473303692,census_2020_first_names_by_sex
Mustafa,male,12765,12731,34,0.997336,0.002664,2103,4.2263798572345115,census_2020_first_names_by_sex
Zara,female,12764,70,12694,0.005484,0.994516,2104,4.2260487659805168,census_2020_first_names_by_sex
Janell,female,12755,66,12689,0.005174,0.994826,2105,4.2230689446945702,census_2020_first_names_by_sex
Scotty,male,12750,12534,216,0.983059,0.016941,2106,4.2214134884245995,census_2020_first_names_by_sex
Brynlee,female,12747,43,12704,0.003373,0.996627,2107,4.2204202146626173,census_2020_first_names_by_sex
Brandie,female,12730,32,12698,0.002514,0.997486,2108,4.2147916633447178,census_2020_first_names_by_sex
Ernie,male,12719,12439,280,0.977986,0.022014,2109,4.2111496595507827,census_2020_first_names_by_sex
Tamra,female,12719,12,12707,0.000943,0.999057,2109,4.2111496595507827,census_2020_first_names_by_sex
Knox,male,12713,12579,134,0.989460,0.010540,2112,4.2091631120268183,census_2020_first_names_by_sex
Sallie,female,12711,16,12695,0.001259,0.998741,2113,4.2085009295188307,census_2020_first_names_by_sex
Lynnette,female,12708,0,12708,0.000000,1.000000,2114,4.2075076557568476,census_2020_first_names_by_sex
Kamila,female,12706,33,12673,0.002597,0.997403,2115,4.20684547324886,census_2020_first_names_by_sex
Huong,female,12700,865,11835,0.068110,0.931890,2116,4.2048589257248956,census_2020_first_names_by_sex
Zackery,male,12696,12662,34,0.997322,0.002678,2117,4.2035345607089187,census_2020_first_names_by_sex
Rhea,female,12677,194,12483,0.015303,0.984697,2119,4.1972438268830308,census_2020_first_names_by_sex
Ivonne,female,12663,45,12618,0.003554,0.996446,2120,4.1926085493271135,census_2020_first_names_by_sex
Kathie,female,12647,8,12639,0.000633,0.999367,2121,4.1873110892632086,census_2020_first_names_by_sex
Garret,male,12629,12589,40,0.996833,0.003167,2122,4.1813514466913153,census_2020_first_names_by_sex
Bette,female,12626,9,12617,0.000713,0.999287,2123,4.1803581729293331,census_2020_first_names_by_sex
Erwin,male,12624,12559,65,0.994851,0.005149,2124,4.1796959904213447,census_2020_first_names_by_sex
Alia,female,12618,76,12542,0.006023,0.993977,2125,4.1777094428973802,census_2020_first_names_by_sex
Harlan,male,12600,12295,305,0.975794,0.024206,2126,4.1717498003254869,census_2020_first_names_by_sex
Marlee,female,12597,196,12401,0.015559,0.984441,2127,4.1707565265635047,census_2020_first_names_by_sex
Tiffani,female,12572,8,12564,0.000636,0.999364,2128,4.1624792452136523,census_2020_first_names_by_sex
Aurelio,male,12539,12488,51,0.995933,0.004067,2129,4.151553233831847,census_2020_first_names_by_sex
Kaila,female,12533,31,12502,0.002473,0.997527,2130,4.1495666863078826,census_2020_first_names_by_sex
Camron,male,12532,12071,461,0.963214,0.036786,2131,4.1492355950538888,census_2020_first_names_by_sex
Thalia,female,12526,26,12500,0.002076,0.997924,2132,4.1472490475299244,census_2020_first_names_by_sex
Melany,female,12514,29,12485,0.002317,0.997683,2133,4.1432759524819947,census_2020_first_names_by_sex
Abdullah,male,12512,12485,27,0.997842,0.002158,2134,4.1426137699740071,census_2020_first_names_by_sex
Jerri,female,12510,240,12270,0.019185,0.980815,2135,4.1419515874660187,census_2020_first_names_by_sex
Kori,female,12496,1172,11324,0.093790,0.906210,2136,4.1373163099101014,census_2020_first_names_by_sex
Zoila,female,12487,31,12456,0.002483,0.997517,2137,4.1343364886241547,census_2020_first_names_by_sex
Destinee,female,12483,27,12456,0.002163,0.997837,2138,4.1330121236081787,census_2020_first_names_by_sex
Liberty,female,12481,224,12257,0.017947,0.982053,2139,4.1323499411001903,census_2020_first_names_by_sex
Genaro,male,12476,12448,28,0.997756,0.002244,2140,4.1306944848302196,census_2020_first_names_by_sex
Antony,male,12470,12403,67,0.994627,0.005373,2141,4.1287079373062552,census_2020_first_names_by_sex
Myla,female,12455,21,12434,0.001686,0.998314,2142,4.1237415684963441,census_2020_first_names_by_sex
Hank,male,12449,12406,43,0.996546,0.003454,2143,4.1217550209723788,census_2020_first_names_by_sex
Maddie,female,12448,59,12389,0.004740,0.995260,2144,4.1214239297183859,census_2020_first_names_by_sex
Charlee,female,12443,349,12094,0.028048,0.971952,2145,4.1197684734484152,census_2020_first_names_by_sex
Joesph,male,12432,12392,40,0.996782,0.003218,2146,4.1161264696544801,census_2020_first_names_by_sex
Kierra,female,12431,23,12408,0.001850,0.998150,2147,4.1157953784004855,census_2020_first_names_by_sex
Kaley,female,12428,90,12338,0.007242,0.992758,2148,4.1148021046385042,census_2020_first_names_by_sex
Braeden,male,12409,12164,245,0.980256,0.019744,2149,4.1085113708126162,census_2020_first_names_by_sex
Winifred,female,12409,268,12141,0.021597,0.978403,2149,4.1085113708126162,census_2020_first_names_by_sex
Cheyanne,female,12406,40,12366,0.003224,0.996776,2151,4.107518097050634,census_2020_first_names_by_sex
Mikhail,male,12398,12301,97,0.992176,0.007824,2152,4.1048693670186811,census_2020_first_names_by_sex
Braydon,male,12384,12316,68,0.994509,0.005491,2153,4.1002340894627638,census_2020_first_names_by_sex
Boyd,male,12377,12319,58,0.995314,0.004686,2154,4.0979164506848056,census_2020_first_names_by_sex
Yasmine,female,12356,35,12321,0.002833,0.997167,2155,4.0909635343509292,census_2020_first_names_by_sex
Corrine,female,12349,30,12319,0.002429,0.997571,2156,4.088645895572971,census_2020_first_names_by_sex
Aleah,female,12345,23,12322,0.001863,0.998137,2157,4.0873215305569941,census_2020_first_names_by_sex
Lela,female,12330,24,12306,0.001946,0.998054,2159,4.082355161747083,census_2020_first_names_by_sex
Salma,female,12322,54,12268,0.004382,0.995618,2161,4.0797064317151301,census_2020_first_names_by_sex
Tyra,female,12317,157,12160,0.012747,0.987253,2162,4.0780509754451604,census_2020_first_names_by_sex
Rashad,male,12313,12242,71,0.994234,0.005766,2163,4.0767266104291835,census_2020_first_names_by_sex
Jena,female,12289,33,12256,0.002685,0.997315,2166,4.0687804203333258,census_2020_first_names_by_sex
Nola,female,12273,91,12182,0.007415,0.992585,2167,4.06348296026942,census_2020_first_names_by_sex
Deshawn,male,12256,11411,845,0.931054,0.068946,2169,4.0578544089515205,census_2020_first_names_by_sex
Deena,female,12237,11,12226,0.000899,0.999101,2171,4.0515636751256334,census_2020_first_names_by_sex
Amparo,female,12231,221,12010,0.018069,0.981931,2172,4.0495771276016681,census_2020_first_names_by_sex
Tammi,female,12201,12,12189,0.000984,0.999016,2173,4.0396443899818468,census_2020_first_names_by_sex
Mamie,female,12195,25,12170,0.002050,0.997950,2174,4.0376578424578815,census_2020_first_names_by_sex
Jeffry,male,12164,12127,37,0.996958,0.003042,2176,4.0273940135840647,census_2020_first_names_by_sex
Jaelyn,female,12157,935,11222,0.076910,0.923090,2177,4.0250763748061065,census_2020_first_names_by_sex
Kourtney,female,12146,619,11527,0.050963,0.949037,2178,4.0214343710121714,census_2020_first_names_by_sex
Octavia,female,12132,188,11944,0.015496,0.984504,2180,4.0167990934562541,census_2020_first_names_by_sex
Denny,male,12121,11236,885,0.926986,0.073014,2181,4.013157089662319,census_2020_first_names_by_sex
Dona,female,12121,128,11993,0.010560,0.989440,2181,4.013157089662319,census_2020_first_names_by_sex
Kolton,male,12116,12085,31,0.997441,0.002559,2183,4.0115016333923492,census_2020_first_names_by_sex
Rod,male,12112,12077,35,0.997110,0.002890,2184,4.0101772683763723,census_2020_first_names_by_sex
Haleigh,female,12104,19,12085,0.001570,0.998430,2185,4.0075285383444195,census_2020_first_names_by_sex
Rosanne,female,12099,7,12092,0.000579,0.999421,2186,4.0058730820744488,census_2020_first_names_by_sex
Isis,female,12086,98,11988,0.008109,0.991891,2187,4.0015688957725262,census_2020_first_names_by_sex
Cari,female,12068,149,11919,0.012347,0.987653,2188,3.9956092532006324,census_2020_first_names_by_sex
Bettie,female,12043,23,12020,0.001910,0.998090,2189,3.98733197185078,census_2020_first_names_by_sex
Annabella,female,12034,12,12022,0.000997,0.999003,2190,3.9843521505648334,census_2020_first_names_by_sex
Nasir,male,12030,11934,96,0.992020,0.007980,2191,3.9830277855488574,census_2020_first_names_by_sex
Barbra,female,12020,23,11997,0.001913,0.998087,2192,3.9797168730089165,census_2020_first_names_by_sex
Scot,male,12000,11973,27,0.997750,0.002250,2193,3.9730950479290348,census_2020_first_names_by_sex
Bert,male,11997,11769,228,0.980995,0.019005,2194,3.9721017741670526,census_2020_first_names_by_sex
Christiana,female,11997,25,11972,0.002084,0.997916,2194,3.9721017741670526,census_2020_first_names_by_sex
Galen,male,11997,11446,551,0.954072,0.045928,2194,3.9721017741670526,census_2020_first_names_by_sex
Dania,female,11968,85,11883,0.007102,0.992898,2200,3.9625001278012242,census_2020_first_names_by_sex
Andreas,male,11965,11774,191,0.984037,0.015963,2201,3.9615068540392415,census_2020_first_names_by_sex
Jarvis,male,11958,11842,116,0.990299,0.009701,2202,3.9591892152612833,census_2020_first_names_by_sex
Cathryn,female,11957,7,11950,0.000585,0.999415,2203,3.9588581240072891,census_2020_first_names_by_sex
Daria,female,11948,120,11828,0.010044,0.989956,2204,3.9558783027213424,census_2020_first_names_by_sex
Jolie,female,11940,39,11901,0.003266,0.996734,2205,3.9532295726893896,census_2020_first_names_by_sex
Sabina,female,11932,27,11905,0.002263,0.997737,2206,3.9505808426574371,census_2020_first_names_by_sex
Ina,female,11921,80,11841,0.006711,0.993289,2207,3.9469388388635021,census_2020_first_names_by_sex
Danilo,male,11920,11890,30,0.997483,0.002517,2208,3.9466077476095078,census_2020_first_names_by_sex
Quintin,male,11909,11868,41,0.996557,0.003443,2209,3.9429657438155732,census_2020_first_names_by_sex
Mauro,male,11897,11867,30,0.997478,0.002522,2210,3.9389926487676439,census_2020_first_names_by_sex
Lorene,female,11880,37,11843,0.003114,0.996886,2211,3.9333640974497444,census_2020_first_names_by_sex
Rhoda,female,11868,26,11842,0.002191,0.997809,2212,3.9293910024018155,census_2020_first_names_by_sex
Evie,female,11863,95,11768,0.008008,0.991992,2213,3.9277355461318453,census_2020_first_names_by_sex
Dewey,male,11845,11735,110,0.990713,0.009287,2214,3.9217759035599511,census_2020_first_names_by_sex
Brenton,male,11836,11797,39,0.996705,0.003295,2215,3.9187960822740044,census_2020_first_names_by_sex
Chelsie,female,11816,39,11777,0.003301,0.996699,2216,3.9121742571941227,census_2020_first_names_by_sex
Annalise,female,11808,16,11792,0.001355,0.998645,2217,3.9095255271621703,census_2020_first_names_by_sex
Aubrie,female,11801,62,11739,0.005254,0.994746,2218,3.9072078883842112,census_2020_first_names_by_sex
Natalya,female,11801,13,11788,0.001102,0.998898,2218,3.9072078883842112,census_2020_first_names_by_sex
Sheree,female,11791,17,11774,0.001442,0.998558,2220,3.9038969758442703,census_2020_first_names_by_sex
Kailyn,female,11777,120,11657,0.010189,0.989811,2221,3.8992616982883535,census_2020_first_names_by_sex
Berta,female,11771,23,11748,0.001954,0.998046,2223,3.8972751507643886,census_2020_first_names_by_sex
Messiah,male,11767,11009,758,0.935583,0.064417,2224,3.8959507857484126,census_2020_first_names_by_sex
Roslyn,female,11760,36,11724,0.003061,0.996939,2225,3.8936331469704544,census_2020_first_names_by_sex
Tyrell,male,11752,11609,143,0.987832,0.012168,2226,3.8909844169385011,census_2020_first_names_by_sex
Elba,female,11747,148,11599,0.012599,0.987401,2227,3.8893289606685308,census_2020_first_names_by_sex
Rosetta,female,11741,22,11719,0.001874,0.998126,2228,3.8873424131445669,census_2020_first_names_by_sex
Gay,female,11736,604,11132,0.051466,0.948534,2229,3.8856869568745962,census_2020_first_names_by_sex
Cori,female,11717,974,10743,0.083127,0.916873,2231,3.8793962230487082,census_2020_first_names_by_sex
Reggie,male,11717,11273,444,0.962106,0.037894,2231,3.8793962230487082,census_2020_first_names_by_sex
Zenaida,female,11715,21,11694,0.001793,0.998207,2233,3.8787340405407202,census_2020_first_names_by_sex
Anaya,female,11706,59,11647,0.005040,0.994960,2235,3.8757542192547736,census_2020_first_names_by_sex
Dahlia,female,11696,23,11673,0.001966,0.998034,2236,3.8724433067148327,census_2020_first_names_by_sex
Samira,female,11693,39,11654,0.003335,0.996665,2237,3.8714500329528501,census_2020_first_names_by_sex
Rey,male,11635,11134,501,0.956940,0.043060,2240,3.8522467402211933,census_2020_first_names_by_sex
Dorothea,female,11625,14,11611,0.001204,0.998796,2241,3.8489358276812524,census_2020_first_names_by_sex
Lizette,female,11619,24,11595,0.002066,0.997934,2242,3.846949280157288,census_2020_first_names_by_sex
Mavis,female,11616,95,11521,0.008178,0.991822,2243,3.8459560063953058,census_2020_first_names_by_sex
Ace,male,11608,11347,261,0.977516,0.022484,2244,3.8433072763633529,census_2020_first_names_by_sex
Deb,female,11607,128,11479,0.011028,0.988972,2245,3.8429761851093591,census_2020_first_names_by_sex
Jacques,male,11599,11344,255,0.978015,0.021985,2247,3.8403274550774062,census_2020_first_names_by_sex
Zahra,female,11597,21,11576,0.001811,0.998189,2248,3.8396652725694183,census_2020_first_names_by_sex
Mei,female,11596,252,11344,0.021732,0.978268,2249,3.839334181315424,census_2020_first_names_by_sex
Elida,female,11577,30,11547,0.002591,0.997409,2250,3.8330434474895365,census_2020_first_names_by_sex
Coleman,male,11573,11416,157,0.986434,0.013566,2251,3.8317190824735596,census_2020_first_names_by_sex
Kaia,female,11567,85,11482,0.007348,0.992652,2252,3.8297325349495956,census_2020_first_names_by_sex
Tierra,female,11562,53,11509,0.004584,0.995416,2253,3.8280770786796254,census_2020_first_names_by_sex
Edison,male,11547,11355,192,0.983372,0.016628,2257,3.8231107098697139,census_2020_first_names_by_sex
Jamar,male,11527,11439,88,0.992366,0.007634,2258,3.8164888847898322,census_2020_first_names_by_sex
Trang,female,11522,524,10998,0.045478,0.954522,2259,3.814833428519862,census_2020_first_names_by_sex
